Image,model_name,Score
"3dgcqa-4k/magic3d-refine-sd_a/cinnamon_stick,_curling,_rustic_style@20250922-082531",magic3d-refine-sd_a,3.5
"3dgcqa-4k/magic3d-refine-sd_a/basketball,_dunking,_dynamic_style@20250921-065010",magic3d-refine-sd_a,1.7
"3dgcqa-4k/magic3d-refine-sd_a/teacup,_sipping,_elegant_style@20250923-064740",magic3d-refine-sd_a,0.4
"3dgcqa-4k/magic3d-refine-sd_a/oregano,_drying,_Mediterranean_style@20250922-234105",magic3d-refine-sd_a,4.2
"3dgcqa-4k/magic3d-refine-sd_a/chili_pepper,_sizzling,_hot_style@20250922-041409",magic3d-refine-sd_a,2.5
"3dgcqa-4k/magic3d-refine-sd_a/vanilla_bean,_splitting,_aromatic_style@20250922-035855",magic3d-refine-sd_a,3.2
"3dgcqa-4k/magic3d-refine-sd_a/yo-yo,_looping,_classic_style@20250920-212215",magic3d-refine-sd_a,1.1
"3dgcqa-4k/magic3d-refine-sd_a/eclair,_filling,_classic_style@20250921-130805",magic3d-refine-sd_a,5.0
"3dgcqa-4k/magic3d-refine-sd_a/kombucha,_fermenting,_organic_style@20250920-101418",magic3d-refine-sd_a,0.5
"3dgcqa-4k/magic3d-refine-sd_a/fitness_watch,_tracking,_active_style@20250921-203106",magic3d-refine-sd_a,0.0
"3dgcqa-4k/magic3d-refine-sd_a/curry_leaf,_sizzling,_Indian_style@20250922-172325",magic3d-refine-sd_a,4.2
"3dgcqa-4k/magic3d-refine-sd_a/clay_jug,_pouring,_pastoral_style@20250920-201430",magic3d-refine-sd_a,3.6
"3dgcqa-4k/magic3d-refine-sd_a/mortar_and_pestle,_grinding,_essential_style@20250922-134426",magic3d-refine-sd_a,0.4
"3dgcqa-4k/magic3d-refine-sd_a/tiramisu,_layering,_Italian_style@20250921-164629",magic3d-refine-sd_a,1.7
"3dgcqa-4k/magic3d-refine-sd_a/model_rocket,_launching,_educational_style@20250921-175710",magic3d-refine-sd_a,0.9
"3dgcqa-4k/magic3d-refine-sd_a/juice,_squeezing,_fresh_style@20250920-101418",magic3d-refine-sd_a,3.6
"3dgcqa-4k/magic3d-refine-sd_a/tart,_glazing,_glossy_style@20250921-171049",magic3d-refine-sd_a,0.5
"3dgcqa-4k/magic3d-refine-sd_a/soundbar,_sounding,_immersive_style@20250922-043753",magic3d-refine-sd_a,1.2
"3dgcqa-4k/magic3d-refine-sd_a/teapot,_whistling,_line_art_style@20250921-003439",magic3d-refine-sd_a,1.7
"3dgcqa-4k/magic3d-refine-sd_a/betta_fish,_fighting,_vibrant_style@20250923-023928",magic3d-refine-sd_a,3.6
"3dgcqa-4k/magic3d-refine-sd_a/slinky,_stretching,_retro_style@20250920-101418",magic3d-refine-sd_a,3.8
"3dgcqa-4k/magic3d-refine-sd_a/peacock,_displaying,_regal_style@20250922-223341",magic3d-refine-sd_a,3.1
"3dgcqa-4k/magic3d-refine-sd_a/smart_bulb,_lighting,_ambient_style@20250921-235104",magic3d-refine-sd_a,0.2
"3dgcqa-4k/magic3d-refine-sd_a/roman_coin,_flipping,_historical_style@20250921-173711",magic3d-refine-sd_a,1.2
"3dgcqa-4k/magic3d-refine-sd_a/scroll,_revealing,_mystical_style@20250921-075724",magic3d-refine-sd_a,0.5
"3dgcqa-4k/magic3d-refine-sd_a/garlic_clove,_crushing,_pungent_style@20250922-164306",magic3d-refine-sd_a,0.6
"3dgcqa-4k/magic3d-refine-sd_a/poodle,_prancing,_stylish_style@20250922-150835",magic3d-refine-sd_a,2.6
"3dgcqa-4k/magic3d-refine-sd_a/cashmere_scarf,_wrapping,_luxurious_style@20250920-143458",magic3d-refine-sd_a,3.3
"3dgcqa-4k/magic3d-refine-sd_a/dragon_egg,_hatching,_fantasy_style@20250922-035339",magic3d-refine-sd_a,4.8
"3dgcqa-4k/magic3d-refine-sd_a/parfait,_layering,_sleek_style@20250921-213222",magic3d-refine-sd_a,1.7
"3dgcqa-4k/magic3d-refine-sd_a/spinning_top,_spinning,_kinetic_style@20250920-101418",magic3d-refine-sd_a,0.5
"3dgcqa-4k/magic3d-refine-sd_a/black_pepper,_milling,_strong_style@20250923-143443",magic3d-refine-sd_a,1.9
"3dgcqa-4k/magic3d-refine-sd_a/bulldog,_drooling,_wrinkly_style@20250923-055024",magic3d-refine-sd_a,4.2
"3dgcqa-4k/magic3d-refine-sd_a/dachshund,_burrowing,_playful_style@20250922-215410",magic3d-refine-sd_a,4.7
"3dgcqa-4k/magic3d-refine-sd_a/churro,_frying,_cinnamon_style@20250921-183626",magic3d-refine-sd_a,1.9
"3dgcqa-4k/magic3d-refine-sd_a/clamp,_holding,_mechanical_style@20250922-132029",magic3d-refine-sd_a,2.4
"3dgcqa-4k/magic3d-refine-sd_a/pharaoh_mask,_staring,_egyptian_style@20250921-122118",magic3d-refine-sd_a,2.2
"3dgcqa-4k/magic3d-refine-sd_a/betta_fish,_flaring,_colorful_style@20250922-225917",magic3d-refine-sd_a,1.8
"3dgcqa-4k/magic3d-refine-sd_a/macaron,_sandwiching,_pastel_style@20250921-022348",magic3d-refine-sd_a,1.6
"3dgcqa-4k/magic3d-refine-sd_a/jigsaw_puzzle,_connecting,_detailed_style@20250920-154400",magic3d-refine-sd_a,0.9
"3dgcqa-4k/magic3d-refine-sd_a/wine_glass,_clinking,_minimalist_style@20250921-052952",magic3d-refine-sd_a,4.2
"3dgcqa-4k/magic3d-refine-sd_a/energy_drink,_electrifying,_high-tech_style@20250920-154032",magic3d-refine-sd_a,1.3
"3dgcqa-4k/magic3d-refine-sd_a/wire_cutter,_snipping,_electrical_style@20250921-222231",magic3d-refine-sd_a,0.4
"3dgcqa-4k/magic3d-refine-sd_a/shop_vac,_vacuuming,_heavy-duty_style@20250922-022927",magic3d-refine-sd_a,2.1
"3dgcqa-4k/magic3d-refine-sd_a/cinnamon_stick,_simmering,_warm_style@20250922-090212",magic3d-refine-sd_a,2.5
"3dgcqa-4k/magic3d-refine-sd_a/digital_piano,_playing,_musical_style@20250923-085912",magic3d-refine-sd_a,3.5
"3dgcqa-4k/magic3d-refine-sd_a/nail_puller,_extracting,_heavy-duty_style@20250921-113031",magic3d-refine-sd_a,2.5
"3dgcqa-4k/magic3d-refine-sd_a/rocking_horse,_rocking,_nostalgic_style@20250921-023130",magic3d-refine-sd_a,3.6
"3dgcqa-4k/magic3d-refine-sd_a/chariot_wheel,_rolling,_epic_style@20250922-085608",magic3d-refine-sd_a,3.0
"3dgcqa-4k/magic3d-refine-sd_a/silk_ribbon,_fluttering,_elegant_style@20250923-002820",magic3d-refine-sd_a,2.5
"3dgcqa-4k/magic3d-refine-sd_a/canary,_singing,_bright_style@20250923-190906",magic3d-refine-sd_a,2.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_brooch,_clasping,_ornate_style@20251026-231705",mvdream-sd21-rescale0.5,1.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_e-reader,_displaying,_minimalistic_style@20251026-122626",mvdream-sd21-rescale0.5,4.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_tiramisu,_layering,_Italian_style@20251027-111727",mvdream-sd21-rescale0.5,4.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_dog,_barking,_comic_style@20251026-130859",mvdream-sd21-rescale0.5,3.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_bulldog,_drooling,_wrinkly_style@20251026-142254",mvdream-sd21-rescale0.5,4.4
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_budgie,_flying,_colorful_style@20251026-180656",mvdream-sd21-rescale0.5,4.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_smoothie,_blending,_pop_art_style@20251026-143748",mvdream-sd21-rescale0.5,4.1
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_urn,_sealing,_classical_style@20251027-054429",mvdream-sd21-rescale0.5,4.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_smart_lock,_securing,_futuristic_style@20251025-192721",mvdream-sd21-rescale0.5,1.4
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_espresso,_dripping,_Italian_cafe_style@20251025-151352",mvdream-sd21-rescale0.5,3.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_tapestry,_embroidering,_detailed_style@20251026-222410",mvdream-sd21-rescale0.5,4.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_hair_dryer,_blowing,_salon_style@20251026-232540",mvdream-sd21-rescale0.5,4.1
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_train_set,_assembling,_intricate_style@20251026-125619",mvdream-sd21-rescale0.5,3.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_soundbar,_sounding,_immersive_style@20251026-023448",mvdream-sd21-rescale0.5,4.4
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_parrot,_talking,_doodle_style@20251026-143855",mvdream-sd21-rescale0.5,4.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_smartphone,_ringing,_futuristic_style@20251026-053945",mvdream-sd21-rescale0.5,0.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_matcha_latte,_whisking,_zen_style@20251026-053426",mvdream-sd21-rescale0.5,4.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_turban,_wrapping,_traditional_style@20251027-090422",mvdream-sd21-rescale0.5,3.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_teddy_bear,_cuddling,_timeless_style@20251026-121935",mvdream-sd21-rescale0.5,1.4
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_peacock,_displaying,_regal_style@20251026-123346",mvdream-sd21-rescale0.5,3.2
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_lego_set,_building,_creative_style@20251025-162948",mvdream-sd21-rescale0.5,4.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_basketball,_dunking,_dynamic_style@20251026-020707",mvdream-sd21-rescale0.5,4.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_hot_toddy,_warming,_cozy_style@20251026-025209",mvdream-sd21-rescale0.5,3.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_protein_shake,_mixing,_athletic_style@20251026-000903",mvdream-sd21-rescale0.5,3.2
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_guinea_pig,_nibbling,_detailed_style@20251026-081515",mvdream-sd21-rescale0.5,3.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_toy_soldier,_marching,_military_style@20251026-120618",mvdream-sd21-rescale0.5,3.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_plush_toy,_hugging,_soft_style@20251025-225418",mvdream-sd21-rescale0.5,4.1
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_tablecloth,_spreading,_elegant_style@20251028-030716",mvdream-sd21-rescale0.5,4.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_lyre,_strumming,_musical_style@20251027-011956",mvdream-sd21-rescale0.5,4.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_chili_powder,_spicing,_fiery_style@20251027-092809",mvdream-sd21-rescale0.5,1.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_beach_ball,_bouncing,_holiday_style@20251026-101801",mvdream-sd21-rescale0.5,4.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_red_wine,_breathing,_elegant_style@20251027-005457",mvdream-sd21-rescale0.5,1.9
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_stocking,_hanging,_festive_style@20251027-105936",mvdream-sd21-rescale0.5,4.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_dwarf_hamster,_scurrying,_tiny_style@20251026-175711",mvdream-sd21-rescale0.5,2.4
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_garden_fork,_turning,_horticultural_style@20251026-171324",mvdream-sd21-rescale0.5,0.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_hand_saw,_sawing,_traditional_style@20251025-080501",mvdream-sd21-rescale0.5,4.4
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_stein,_clinking,_festive_style@20251026-211555",mvdream-sd21-rescale0.5,3.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_siamese_cat,_stalking,_sleek_style@20251026-215552",mvdream-sd21-rescale0.5,4.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_peppermint,_cooling,_refreshing_style@20251027-080549",mvdream-sd21-rescale0.5,4.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_robot,_walking,_sci-fi_style@20251026-205845",mvdream-sd21-rescale0.5,3.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_quilt,_patching,_cozy_style@20251027-072406",mvdream-sd21-rescale0.5,0.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_panna_cotta,_garnishing,_smooth_style@20251026-232803",mvdream-sd21-rescale0.5,0.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_chai_latte,_foaming,_spicy_style@20251025-181709",mvdream-sd21-rescale0.5,4.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_chamomile_tea,_steeping,_calming_style@20251025-192725",mvdream-sd21-rescale0.5,4.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_cookie_jar,_opening,_nostalgic_style@20251027-041438",mvdream-sd21-rescale0.5,2.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_calculator,_calculating,_educational_style@20251026-110325",mvdream-sd21-rescale0.5,3.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_puzzle_box,_solving,_intricate_style@20251026-013527",mvdream-sd21-rescale0.5,2.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_kitten,_playing,_playful_style@20251027-011446",mvdream-sd21-rescale0.5,3.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_bolt_cutter,_cutting,_forceful_style@20251025-205234",mvdream-sd21-rescale0.5,4.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_basket,_weaving,_functional_style@20251027-203151",mvdream-sd21-rescale0.5,4.4
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_action_camera,_recording,_rugged_style@20251027-022427",mvdream-sd21-rescale0.5,1.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_churro,_frying,_cinnamon_style@20251026-215211",mvdream-sd21-rescale0.5,4.2
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_siamese_fighting_fish,_swimming,_exotic_style@20251026-041349",mvdream-sd21-rescale0.5,0.4
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_pie,_slicing,_homemade_style@20251027-101827",mvdream-sd21-rescale0.5,4.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_action_figure,_posing,_superhero_style@20251026-112021",mvdream-sd21-rescale0.5,1.2
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_corgi,_running,_energetic_style@20251025-222754",mvdream-sd21-rescale0.5,3.4
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_vase,_cracking,_antique_style@20251027-033543",mvdream-sd21-rescale0.5,4.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_hatchet,_chopping,_rustic_style@20251026-045259",mvdream-sd21-rescale0.5,4.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_blocks,_stacking,_Bauhaus_style@20251025-112016",mvdream-sd21-rescale0.5,1.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_remote_control_car,_racing,_fast-paced_style@20251025-134127",mvdream-sd21-rescale0.5,4.4
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_porcelain_doll,_dressing,_delicate_style@20251027-145004",mvdream-sd21-rescale0.5,4.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_garlic_clove,_crushing,_pungent_style@20251027-103517",mvdream-sd21-rescale0.5,0.9
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_espresso_martini,_shaking,_classy_style@20251025-163501",mvdream-sd21-rescale0.5,1.1
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_beanie,_knitting,_urban_style@20251027-102206",mvdream-sd21-rescale0.5,5.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_shovel,_digging,_outdoor_style@20251027-003954",mvdream-sd21-rescale0.5,3.2
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_gaming_mouse,_clicking,_responsive_style@20251026-035805",mvdream-sd21-rescale0.5,3.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_malt_shake,_thickening,_creamy_style@20251026-112812",mvdream-sd21-rescale0.5,3.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_cinnamon_stick,_simmering,_warm_style@20251026-232614",mvdream-sd21-rescale0.5,0.9
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_protein_shake,_mixing,_fitness_style@20251025-180331",mvdream-sd21-rescale0.5,3.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_baklava,_layering,_Middle_Eastern_style@20251027-024730",mvdream-sd21-rescale0.5,4.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_trowel,_smoothing,_masonry_style@20251025-103801",mvdream-sd21-rescale0.5,4.1
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_Maine_Coon,_grooming,_fluffy_style@20251025-210555",mvdream-sd21-rescale0.5,3.9
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_green_smoothie,_blending,_healthy_style@20251026-182217",mvdream-sd21-rescale0.5,0.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_piglet,_snorting,_adorable_style@20251025-223633",mvdream-sd21-rescale0.5,2.2
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_stuffed_animal,_cuddling,_plush_style@20251025-235407",mvdream-sd21-rescale0.5,0.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_burlap_sack,_tying,_utilitarian_style@20251027-120032",mvdream-sd21-rescale0.5,3.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_saffron_thread,_steeping,_luxurious_style@20251027-002918",mvdream-sd21-rescale0.5,4.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_pillow,_fluffing,_comfortable_style@20251028-003122",mvdream-sd21-rescale0.5,4.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_goblet,_drinking,_medieval_style@20251027-061640",mvdream-sd21-rescale0.5,1.2
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_kaleidoscope,_twisting,_colorful_style@20251026-191105",mvdream-sd21-rescale0.5,0.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_helmet,_wearing,_protective_style@20251027-191934",mvdream-sd21-rescale0.5,4.4
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_cashmere_scarf,_wrapping,_luxurious_style@20251027-094545",mvdream-sd21-rescale0.5,1.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_butter_dish,_spreading,_classic_style@20251027-024348",mvdream-sd21-rescale0.5,4.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_tape,_measuring,_precise_style@20251026-222035",mvdream-sd21-rescale0.5,3.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_sledgehammer,_demolishing,_powerful_style@20251026-065709",mvdream-sd21-rescale0.5,4.1
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_GPS_device,_navigating,_modern_style@20251025-092141",mvdream-sd21-rescale0.5,1.1
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_juice,_squeezing,_fresh_style@20251025-195003",mvdream-sd21-rescale0.5,2.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_air_purifier,_purifying,_clean_style@20251026-164040",mvdream-sd21-rescale0.5,0.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_broom,_sweeping,_traditional_style@20251026-054544",mvdream-sd21-rescale0.5,4.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_lizard,_climbing,_geometric_style@20251026-065307",mvdream-sd21-rescale0.5,4.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_dollhouse,_decorating,_miniature_style@20251026-135114",mvdream-sd21-rescale0.5,1.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_ankh,_holding,_symbolic_style@20251027-065257",mvdream-sd21-rescale0.5,4.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_crepe,_filling,_delicate_style@20251027-115723",mvdream-sd21-rescale0.5,4.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_plunger,_unclogging,_essential_style@20251026-095424",mvdream-sd21-rescale0.5,2.1
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_soda_can,_fizzing,_pixel_art_style@20251025-092731",mvdream-sd21-rescale0.5,1.9
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_glue_gun,_bonding,_crafty_style@20251026-212505",mvdream-sd21-rescale0.5,4.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_chisel,_carving,_photorealistic_style@20251025-191607",mvdream-sd21-rescale0.5,4.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_fudge,_cutting,_rich_style@20251027-034850",mvdream-sd21-rescale0.5,4.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_Bluetooth_speaker,_blasting,_portable_style@20251025-094222",mvdream-sd21-rescale0.5,2.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_cold_brew,_dripping,_iced_style@20251026-025319",mvdream-sd21-rescale0.5,3.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_oregano,_drying,_Mediterranean_style@20251027-132933",mvdream-sd21-rescale0.5,3.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_printer,_printing,_monochrome_style@20251025-221253",mvdream-sd21-rescale0.5,1.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_guinea_pig,_squeaking,_cuddly_style@20251026-012136",mvdream-sd21-rescale0.5,3.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_monocle,_focusing,_vintage_style@20251027-021942",mvdream-sd21-rescale0.5,1.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_lantern,_illuminating,_vintage_style@20251027-073155",mvdream-sd21-rescale0.5,4.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_ginger_ale,_fizzing,_zesty_style@20251025-223141",mvdream-sd21-rescale0.5,0.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_ginger_root,_grating,_zesty_style@20251026-225403",mvdream-sd21-rescale0.5,4.1
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_turmeric_root,_grinding,_vibrant_style@20251027-125257",mvdream-sd21-rescale0.5,1.1
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_energy_drink,_electrifying,_high-tech_style@20251026-141759",mvdream-sd21-rescale0.5,0.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_yo-yo,_looping,_classic_style@20251026-104516",mvdream-sd21-rescale0.5,0.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_juniper_berry,_infusing,_gin_style@20251027-115403",mvdream-sd21-rescale0.5,1.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_iced_tea,_cooling,_summer_style@20251026-060943",mvdream-sd21-rescale0.5,1.1
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_blender,_blending,_culinary_style@20251025-140345",mvdream-sd21-rescale0.5,2.9
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_model_airplane,_constructing,_detailed_style@20251026-161228",mvdream-sd21-rescale0.5,4.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_fitness_tracker,_monitoring,_sporty_style@20251025-153700",mvdream-sd21-rescale0.5,1.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_spanner,_tightening,_mechanical_style@20251026-220809",mvdream-sd21-rescale0.5,3.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_safflower,_coloring,_delicate_style@20251027-114425",mvdream-sd21-rescale0.5,4.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_dachshund,_burrowing,_playful_style@20251025-170514",mvdream-sd21-rescale0.5,4.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_clamp,_holding,_mechanical_style@20251026-225353",mvdream-sd21-rescale0.5,4.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_relic,_preserving,_sacred_style@20251027-042626",mvdream-sd21-rescale0.5,4.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_chess_set,_strategizing,_classic_style@20251026-003930",mvdream-sd21-rescale0.5,0.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_periscope,_peeking,_innovative_style@20251027-001422",mvdream-sd21-rescale0.5,4.2
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_chameleon,_changing,_vibrant_style@20251025-104853",mvdream-sd21-rescale0.5,2.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_gelato,_scooping,_Italian_style@20251026-222520",mvdream-sd21-rescale0.5,4.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_seltzer,_bubbling,_refreshing_style@20251025-093106",mvdream-sd21-rescale0.5,4.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_clay_tablet,_inscribing,_ancient_style@20251026-215114",mvdream-sd21-rescale0.5,3.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_toy_gun,_shooting,_action-packed_style@20251027-011128",mvdream-sd21-rescale0.5,4.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_canary,_singing,_melodic_style@20251025-105819",mvdream-sd21-rescale0.5,4.2
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_drone,_flying,_high-tech_style@20251027-001244",mvdream-sd21-rescale0.5,1.4
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_remote-controlled_drone,_flying,_techy_style@20251026-175916",mvdream-sd21-rescale0.5,4.5
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_fruit_tart,_arranging,_colorful_style@20251026-235941",mvdream-sd21-rescale0.5,1.0
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_coffee_cup,_steaming,_watercolor_style@20251025-080501",mvdream-sd21-rescale0.5,3.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_balloon,_inflating,_festive_style@20251026-211555",mvdream-sd21-rescale0.5,4.8
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_fitness_watch,_tracking,_active_style@20251027-020551",mvdream-sd21-rescale0.5,3.9
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_koi_fish,_swimming,_ornamental_style@20251026-000127",mvdream-sd21-rescale0.5,4.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_cardamom_pod,_bursting,_fragrant_style@20251027-003206",mvdream-sd21-rescale0.5,4.6
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_poodle,_prancing,_stylish_style@20251026-083553",mvdream-sd21-rescale0.5,0.7
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_building_blocks,_stacking,_colorful_style@20251026-135933",mvdream-sd21-rescale0.5,1.3
"3dgcqa-4k/mvdream-sd21-rescale0.5/a_salt_shaker,_shaking,_functional_style@20251026-215752",mvdream-sd21-rescale0.5,3.5
